,사용월,호선명,지하철역,07시-08시 하차인원,08시-09시 하차인원,09시-10시 하차인원,17시-18시 승차인원,18시-19시 승차인원,19시-20시 승차인원,lat,lng
2351,201809,중앙선,도농,8518,14317,7062,16102,12650,7206,37.60894997,127.1611445
2352,201809,중앙선,도심,2226,5202,2214,3802,3843,1988,37.57981504,127.2228302
2353,201809,중앙선,망우,5298,14136,10047,13953,14860,10248,37.59881549,127.0928069
2354,201809,중앙선,상봉,5495,8998,5959,10280,10836,7078,37.59570214,127.0857159
2355,201809,중앙선,신원,479,719,761,854,644,312,37.52607314,127.3727021
2356,201809,중앙선,아신,888,2375,1262,1793,1700,1259,37.51373369,127.4431452
2357,201809,중앙선,양수,2739,3807,4828,5800,4707,2818,37.5461511,127.3288622
2358,201809,중앙선,양원,9889,4791,2076,3776,3207,1940,37.60667934,127.1080207
2359,201809,중앙선,양정,2577,3339,1559,2999,3682,1431,37.60446448,127.1946449
2360,201809,중앙선,양평,4095,8288,5949,8346,7633,4530,37.52577263,126.8861574
2361,201809,중앙선,오빈,212,639,393,678,601,295,37.50634176,127.4738362
2362,201809,중앙선,용문,2347,5704,4241,8704,5683,3167,37.48212672,127.5943334
2363,201809,중앙선,운길산,1179,2101,3121,3475,2498,1406,37.55488657,127.3100228
2364,201809,중앙선,원덕,474,775,778,822,830,531,37.46866675,127.5470522
2365,201809,중앙선,중랑,3539,6603,5047,7583,8300,5656,37.59503149,127.0758759
2366,201809,중앙선,지평,373,113,0,0,94,122,37.47667438,127.6297558
2367,201809,중앙선,팔당,1381,2322,4825,3983,3364,2623,37.54759714,127.2437486
2368,201809,중앙선,회기,29895,70014,50686,72408,67408,42624,37.58997702,127.0580306
2369,201808,01호선,동대문,14426,28973,28862,31114,32177,22132,37.57142,127.009745
2370,201808,01호선,동묘앞,10229,24110,17886,27468,26759,15146,37.572627,127.016429
2371,201808,01호선,서울,109430,234939,159840,159234,244115,138351,37.554648,126.972559
2372,201808,01호선,시청,70538,191203,79392,73220,158725,70127,37.564718,126.977108
2373,201808,01호선,신설동,29638,71815,38816,40476,66590,30034,37.575297,127.025087
2374,201808,01호선,제기동,21220,51186,42883,56243,54550,29960,37.578103,127.034893
2375,201808,01호선,종각,104623,285856,160609,134010,252365,126783,37.570161,126.982923
2376,201808,01호선,종로3가,31094,84798,94300,95163,119863,88441,37.571607,126.991806
2377,201808,01호선,종로5가,42962,116048,71271,76218,112161,62978,37.570926,127.001849
2378,201808,01호선,청량리,23289,43584,41459,65955,60413,38955,37.580178,127.046835
2379,201808,02호선,강남,186572,367010,387480,276971,427262,282059,37.497175,127.027926
2380,201808,02호선,강변,42158,64481,58846,87354,95726,78980,37.535095,127.094681
2381,201808,02호선,건대입구,28783,69392,55845,84985,101969,83417,37.540693,127.07023
2382,201808,02호선,교대,69244,166325,154397,97703,167186,83192,37.493415,127.01408
2383,201808,02호선,구로디지털단지,77287,275245,159242,122208,255053,141659,37.485266,126.901401
2384,201808,02호선,구의,16178,41399,26305,37512,47325,27069,37.537077,127.085916
2385,201808,02호선,낙성대,22409,48685,37471,50664,64307,37050,37.47693,126.963693
2386,201808,02호선,당산,33055,85861,39853,43912,67609,35546,37.53438,126.902281
2387,201808,02호선,대림,25439,67087,43841,49294,69531,40559,37.49297,126.895801
2388,201808,02호선,도림천,4393,5365,2023,2607,3549,1990,37.514287,126.882768
2389,201808,02호선,동대문역사문화공원,27802,67473,45022,59830,71173,51428,37.565138,127.007896
2390,201808,02호선,뚝섬,28548,117731,58269,41512,98244,48101,37.547184,127.047367
2391,201808,02호선,문래,32352,111469,57468,44814,97542,42144,37.517933,126.89476
2392,201808,02호선,방배,29111,83220,52638,49907,81844,37095,37.481426,126.997596
2393,201808,02호선,봉천,14650,28129,24559,37588,39286,25184,37.482362,126.941892
2394,201808,02호선,사당,53648,81566,59579,71639,93241,67876,37.47653,126.981685
2395,201808,02호선,삼성,127371,355927,264166,205685,358157,221641,37.508844,127.06316
2396,201808,02호선,상왕십리,12074,39136,22135,25296,33216,22044,37.564354,127.029354
2397,201808,02호선,서울대입구,33400,72740,72239,94866,110872,72632,37.481247,126.952739
2398,201808,02호선,서초,54439,137856,96379,66168,122420,52222,37.491897,127.007917
2399,201808,02호선,선릉,117617,315701,228517,171375,326268,167574,37.504503,127.049008
2400,201808,02호선,성수,70544,246525,88061,72842,184132,85272,37.544581,127.055961
2401,201808,02호선,시청,72016,232171,85432,75874,192118,74436,37.564718,126.977108
2402,201808,02호선,신답,1161,1966,1253,2305,2212,1468,37.57004,127.046481
2403,201808,02호선,신당,18346,41574,25974,31743,39656,26278,37.565972,127.01782
2404,201808,02호선,신대방,21355,37717,25567,39255,49650,31451,37.487462,126.913149
2405,201808,02호선,신도림,47919,132960,86413,117414,168590,104007,37.508725,126.891295
2406,201808,02호선,신림,38140,68833,59217,102952,113882,79718,37.484201,126.929715
2407,201808,02호선,신설동,5950,15700,11244,13288,17537,7647,37.575297,127.025087
2408,201808,02호선,신정네거리,4959,11766,8732,13219,13347,8454,37.520074,126.852912
2409,201808,02호선,신촌,42651,90123,117785,120784,128302,96380,37.555134,126.936893
2410,201808,02호선,아현,11453,20587,12877,20043,21711,13457,37.557345,126.956141
2411,201808,02호선,양천구청,5523,10512,6574,10036,9354,4839,37.512398,126.865819
2412,201808,02호선,역삼,127747,371182,271153,160587,320132,153584,37.500622,127.036456
2413,201808,02호선,영등포구청,37556,115822,53317,47497,105251,42020,37.52497,126.895951
2414,201808,02호선,왕십리,13736,31592,23274,41575,47337,31154,37.561533,127.037732
2415,201808,02호선,용답,1491,2670,1818,3927,3672,2605,37.561904,127.050899
2416,201808,02호선,용두,2892,6471,3483,5406,6811,3542,37.574028,127.038091
2417,201808,02호선,을지로3가,71507,165538,81884,68392,149777,69532,37.566295,126.99191
2418,201808,02호선,을지로4가,24387,74150,41773,43430,69557,39973,37.566941,126.998079
2419,201808,02호선,을지로입구,137312,334627,161871,140080,310956,162106,37.566014,126.982618
2420,201808,02호선,이대,14776,37708,45534,55133,51441,36091,37.556733,126.946013
2421,201808,02호선,잠실,95357,194323,190985,235985,298528,209242,37.51395,127.102234
2422,201808,02호선,잠실나루,23261,42419,30320,35322,38653,22258,37.520733,127.10379
2423,201808,02호선,잠실새내,18954,32595,36902,48881,53986,40221,37.511687,127.086162
2424,201808,02호선,종합운동장,19977,34620,26640,29495,30768,25459,37.510997,127.073642
2425,201808,02호선,충정로,21758,74909,38808,25117,63770,22350,37.559973,126.963672
2426,201808,02호선,한양대,14102,36794,35869,31936,30283,15552,37.555273,127.043655
2427,201808,02호선,합정,38165,101990,76251,70172,119034,76776,37.549463,126.913739
2428,201808,02호선,홍대입구,39764,117591,129023,180090,222091,181550,37.557192,126.925381
2429,201808,03호선,가락시장,11471,33282,16567,20859,34478,15759,37.492522,127.118234
2430,201808,03호선,경복궁,45854,127451,73338,73160,122217,50464,37.575762,126.97353
2431,201808,03호선,경찰병원,8999,33659,16456,15432,24876,10138,37.495918,127.12454
2432,201808,03호선,고속터미널,60936,98806,119996,182418,181610,162811,37.50481,127.004943
2433,201808,03호선,교대,25156,52844,38253,39371,71879,32644,37.493415,127.01408
2434,201808,03호선,구파발,16469,25565,25568,42552,37537,25060,37.636763,126.918821
2435,201808,03호선,금호,5010,8727,8119,12467,13254,8984,37.548034,127.015872
2436,201808,03호선,남부터미널,63330,192974,90273,94856,182270,86985,37.485013,127.016189
2437,201808,03호선,녹번,8139,16989,11267,21581,20777,10061,37.600927,126.935756
2438,201808,03호선,대청,15174,26272,11944,25472,30526,14076,37.493514,127.079532
2439,201808,03호선,대치,21610,31593,23277,31332,31177,24973,37.494612,127.063642
2440,201808,03호선,도곡,12376,24685,18757,16840,22163,11647,37.490858,127.055381
2441,201808,03호선,독립문,13938,20643,15199,16955,18868,9656,37.574571,126.957748
2442,201808,03호선,동대입구,22959,56235,27616,37146,44876,23969,37.559052,127.005602
2443,201808,03호선,매봉,21399,72631,35388,29886,64267,26835,37.486947,127.046769
2444,201808,03호선,무악재,3105,5421,3899,6624,7306,3858,37.582299,126.950291
2445,201808,03호선,불광,11487,35218,33684,36029,39652,24240,37.610469,126.929887
2446,201808,03호선,수서,30371,55097,31335,39481,56768,26781,37.487371,127.10188
2447,201808,03호선,신사,45656,120505,141988,85978,150396,107827,37.516334,127.020114
2448,201808,03호선,안국,101586,126724,85064,99929,137640,58410,37.576477,126.985443
2449,201808,03호선,압구정,51036,158210,163150,88704,145777,110362,37.527072,127.028461
2450,201808,03호선,약수,16238,38325,25251,26839,38716,23273,37.55434,127.010655
2451,201808,03호선,양재,104452,258237,133348,115361,219753,107867,37.484147,127.034631
2452,201808,03호선,연신내,28226,40399,42196,66527,62527,45387,37.619001,126.921008
2453,201808,03호선,오금,6433,15831,7389,11966,15816,7261,37.502162,127.128111
2454,201808,03호선,옥수,8045,16814,13437,18790,19432,13612,37.540685,127.017965
2455,201808,03호선,을지로3가,32233,81590,39134,32450,69764,34904,37.566295,126.99191
2456,201808,03호선,일원,25747,25002,19662,27880,17319,10351,37.483681,127.08439
2457,201808,03호선,잠원,8498,11437,8486,12967,13327,7899,37.512759,127.01122
2458,201808,03호선,종로3가,14697,49031,49983,27117,48212,41462,37.571607,126.991806
2459,201808,03호선,지축,1744,1927,1598,3034,1896,1145,37.648048,126.913951
2460,201808,03호선,충무로,0,0,0,5,8,3,37.561243,126.99428
2461,201808,03호선,학여울,3443,7401,5975,5844,7491,3241,37.496663,127.070594
2462,201808,03호선,홍제,13315,27569,21477,32028,33080,18408,37.589066,126.943736
2463,201808,04호선,길음,15086,32913,26851,38848,40669,25077,37.603407,127.025053
2464,201808,04호선,남태령,3792,5739,1966,11744,17852,10819,37.463873,126.989134
2465,201808,04호선,노원,17271,34448,39023,38377,41221,31739,37.655128,127.061368
2466,201808,04호선,당고개,9787,15879,15246,21006,19033,15029,37.670272,127.079066
2467,201808,04호선,동대문,40174,81969,74083,93231,87936,45996,37.57142,127.009745
2468,201808,04호선,동대문역사문화공원,27738,69197,37058,54168,82775,50954,37.565138,127.007896
2469,201808,04호선,동작,3129,5892,3705,4655,5957,3433,37.502971,126.979306
2470,201808,04호선,명동,53611,130871,94306,96085,147146,100133,37.560989,126.986325
2471,201808,04호선,미아,15730,30863,19480,27378,30003,19640,37.62667,127.025983
2472,201808,04호선,미아사거리,19907,34139,36669,51296,52147,40739,37.613292,127.030053
2473,201808,04호선,사당,27061,40845,32782,40365,47120,34917,37.47653,126.981685
2474,201808,04호선,삼각지,11236,30777,13334,12206,27824,11391,37.534777,126.97311
2475,201808,04호선,상계,16364,21294,18077,27033,27698,18829,37.660878,127.073572
2476,201808,04호선,서울,39885,104489,52716,38319,82648,31668,37.554648,126.972559
2477,201808,04호선,성신여대입구,18116,36693,31727,48028,53345,36285,37.592624,127.016403
2478,201808,04호선,수유,22682,58918,44518,60689,70680,47283,37.638052,127.025732
2479,201808,04호선,숙대입구,24723,60269,32933,37038,60059,31016,37.54456,126.972106
2480,201808,04호선,신용산,29286,96163,58748,45548,93429,47788,37.52917,126.967894
2481,201808,04호선,쌍문,15987,30288,25261,42885,42910,29369,37.648627,127.034709
2482,201808,04호선,이촌,16256,30612,26189,33217,36984,15620,37.522272,126.974345
2483,201808,04호선,창동,22189,41272,37792,48530,51605,32911,37.653166,127.047731
2484,201808,04호선,총신대입구,21130,51184,42191,40172,51900,32291,37.486263,126.981989
2485,201808,04호선,충무로,60226,203840,109539,90705,169059,91972,37.561243,126.99428
2486,201808,04호선,한성대입구,19777,29985,25547,33037,35091,20200,37.588458,127.006221
2487,201808,04호선,혜화,50520,125509,100273,116533,138152,86517,37.582336,127.001844
2488,201808,04호선,회현,63001,158211,106377,120194,135043,65875,37.558514,126.978246
2489,201808,05호선,강동,24377,36935,23769,39274,44352,25718,37.535804,127.132481
2490,201808,05호선,개롱,8505,17291,9828,12919,15528,7941,37.498079,127.13482
2491,201808,05호선,개화산,7580,18828,6664,12039,17068,8270,37.572399,126.806171
2492,201808,05호선,거여,7061,16431,7918,11820,13067,6745,37.493105,127.14415
2493,201808,05호선,고덕,13285,17128,13160,21721,17239,9629,37.555004,127.154151
2494,201808,05호선,공덕,28780,83869,37663,33076,70285,28058,37.544018,126.951592
2495,201808,05호선,광나루,15888,34587,19678,24846,33571,18511,37.545303,127.10357
2496,201808,05호선,광화문,93825,303235,110048,116929,249845,102125,37.571026,126.976669
2497,201808,05호선,군자,8934,22572,16656,18038,23789,15778,37.557121,127.079542
2498,201808,05호선,굽은다리,7674,13794,10448,15876,17632,10328,37.545477,127.142853
2499,201808,05호선,길동,5477,16551,12012,13366,16463,9053,37.537801,127.140004
2500,201808,05호선,김포공항,14294,16101,12967,28343,34251,24580,37.562434,126.801058
2501,201808,05호선,까치산,12328,24250,21305,36155,36826,25097,37.531768,126.846683
2502,201808,05호선,답십리,13389,35818,18163,28682,35672,21972,37.566747,127.052704
2503,201808,05호선,동대문역사문화공원,13348,42468,14746,13558,29494,13714,37.565138,127.007896
2504,201808,05호선,둔촌동,12925,23792,16622,19015,23428,13900,37.527788,127.136248
2505,201808,05호선,마곡,11722,27974,10739,23684,23395,10913,37.560183,126.825448
2506,201808,05호선,마장,7912,16530,10211,11611,13011,8609,37.5661,127.042973
2507,201808,05호선,마천,3829,8813,6165,7108,8074,4130,37.49499,127.152781
2508,201808,05호선,마포,20933,76007,34833,29574,62901,25871,37.539574,126.945932
2509,201808,05호선,명일,6121,11664,10077,14565,12096,7209,37.55137,127.143999
2510,201808,05호선,목동,17785,30295,23945,30653,34475,20863,37.526065,126.864931
2511,201808,05호선,발산,27028,89566,41128,57168,74483,35836,37.558598,126.837668
2512,201808,05호선,방이,9965,24961,12938,14493,21924,11791,37.508857,127.126133
2513,201808,05호선,방화,5900,15683,7819,11722,13263,6549,37.577446,126.812741
2514,201808,05호선,상일동,10625,14166,7480,27918,20649,8374,37.556712,127.166417
2515,201808,05호선,서대문,51555,146100,42703,47762,111275,34441,37.565773,126.966641
2516,201808,05호선,송정,10327,16759,9926,15906,20078,12242,37.561184,126.811973
2517,201808,05호선,신금호,8121,12601,7735,9657,11248,7581,37.554548,127.020331
2518,201808,05호선,신길,5221,16883,7021,6441,12597,5092,37.517122,126.917169
2519,201808,05호선,신정,9376,16100,11266,16986,19358,12006,37.524997,126.856191
2520,201808,05호선,아차산,12881,27124,17747,24848,27051,18602,37.551691,127.089761
2521,201808,05호선,애오개,9666,33593,13227,13935,26291,10497,37.553736,126.95682
2522,201808,05호선,양평,8622,38310,13681,12010,31427,10828,37.492832,127.491814
2523,201808,05호선,여의나루,28445,56796,15870,33586,48628,25298,37.527098,126.932901
2524,201808,05호선,여의도,130191,209241,62846,81936,183992,66959,37.521624,126.924191
2525,201808,05호선,영등포구청,5143,19613,9498,7810,15931,7054,37.52497,126.895951
2526,201808,05호선,영등포시장,13383,37341,20689,26320,35951,18471,37.522669,126.905139
2527,201808,05호선,오금,8430,18647,6763,7378,14198,5256,37.502162,127.128111
2528,201808,05호선,오목교,25474,80646,61368,55175,84275,48010,37.524496,126.875181
2529,201808,05호선,올림픽공원,9261,17229,10634,13492,16433,12462,37.516078,127.130848
2530,201808,05호선,왕십리,6258,21591,11177,12188,17255,10569,37.561533,127.037732
2531,201808,05호선,우장산,14802,22302,15592,25328,23516,14712,37.548768,126.836318
2532,201808,05호선,을지로4가,12263,41297,19319,16764,32138,18185,37.566941,126.998079
2533,201808,05호선,장한평,23634,68757,31170,39777,66254,34114,37.56144,127.064623
2534,201808,05호선,종로3가,14681,46440,41942,46172,65277,45320,37.571607,126.991806
2535,201808,05호선,천호,23843,41925,40218,51748,61374,44930,37.538397,127.123572
2536,201808,05호선,청구,3945,14087,8453,7366,13660,9699,37.560245,127.013828
2537,201808,05호선,충정로,7306,32913,16207,10305,30675,9542,37.559973,126.963672
2538,201808,05호선,행당,5168,9674,7749,11117,11326,7709,37.557322,127.029476
2539,201808,05호선,화곡,14419,31872,28385,39587,43499,27772,37.541513,126.840461
2540,201808,06호선,고려대,10828,28322,15247,23174,23003,12778,37.590508,127.036296
2541,201808,06호선,공덕,36167,108848,49356,45258,96157,41622,37.544018,126.951592
2542,201808,06호선,광흥창,18659,41626,22026,22957,35732,17623,37.547456,126.931993
2543,201808,06호선,구산,7208,7761,6418,11528,11358,7084,37.611377,126.91727
2544,201808,06호선,녹사평,10417,16915,8886,15738,20290,14431,37.534675,126.986695
2545,201808,06호선,대흥,13673,34767,20055,20995,29731,14771,37.547771,126.942069
2546,201808,06호선,독바위,1921,2995,3258,3660,3382,2365,37.618456,126.933031
2547,201808,06호선,돌곶이,6711,19839,12776,14625,15637,11248,37.610537,127.056431
2548,201808,06호선,동묘앞,10203,27747,22352,24175,28549,15935,37.572627,127.016429
2549,201808,06호선,디지털미디어시티,31792,80236,33354,31187,59008,27174,37.576646,126.900984
2550,201808,06호선,마포구청,15815,36727,19261,25109,38090,21627,37.563515,126.903343
2551,201808,06호선,망원,8472,32781,29854,26559,38391,26130,37.556094,126.910052
2552,201808,06호선,버티고개,2368,5525,3953,4861,6657,4350,37.548013,127.007055
2553,201808,06호선,보문,8256,19065,11131,13237,17624,10570,37.585286,127.019381
2554,201808,06호선,봉화산,7353,12666,8064,14831,13930,7569,37.617283,127.091401
2555,201808,06호선,불광,4318,8338,8297,15495,15302,10831,37.610469,126.929887
2556,201808,06호선,삼각지,12244,25682,11302,22105,30470,13458,37.534777,126.97311
2557,201808,06호선,상수,6463,25606,21944,22742,33692,23443,37.547716,126.922852
2558,201808,06호선,상월곡,3603,13648,8044,9239,11188,7250,37.606377,127.048491
2559,201808,06호선,새절,10222,17641,13192,20513,18916,12321,37.591148,126.913629
2560,201808,06호선,석계,8076,13914,10199,18153,17991,13436,37.614805,127.065851
2561,201808,06호선,신당,16534,44977,23788,21657,26763,18007,37.565972,127.01782
2562,201808,06호선,안암,17749,36007,29767,37927,38397,22974,37.586272,127.029005
2563,201808,06호선,약수,5229,18227,9580,8869,13233,7747,37.55434,127.010655
2564,201808,06호선,역촌,3202,7838,5379,6475,6542,4040,37.606021,126.922744
2565,201808,06호선,연신내,0,0,0,0,2,0,37.619001,126.921008
2566,201808,06호선,월곡,7918,23886,16960,19963,26659,15676,37.601948,127.041518
2567,201808,06호선,월드컵경기장,5420,11605,9558,16639,17900,11983,37.569532,126.899298
2568,201808,06호선,응암,11018,18083,14512,26108,25662,17049,37.598605,126.915577
2569,201808,06호선,이태원,11606,30766,27413,34465,42058,37371,37.534488,126.994302
2570,201808,06호선,증산,5431,10847,8144,15427,15083,9668,37.583876,126.909645
2571,201808,06호선,창신,4409,6028,3122,4688,4871,2985,37.579661,127.015241
2572,201808,06호선,청구,6589,25398,12162,7069,12452,9256,37.560245,127.013828
2573,201808,06호선,태릉입구,4259,9082,7358,8566,9398,6551,37.617983,127.07512
2574,201808,06호선,한강진,17275,35815,27501,28516,35276,24133,37.539631,127.001725
2575,201808,06호선,합정,18301,45166,25586,36113,56250,38196,37.549463,126.913739
2576,201808,06호선,화랑대,7096,13444,9293,17274,15845,9104,37.620064,127.084689
2577,201808,06호선,효창공원앞,7393,23362,14027,14118,22232,12516,37.539261,126.961351
2578,201808,07호선,가산디지털단지,104276,408384,194938,135894,335282,153839,37.481072,126.882343
2579,201808,07호선,강남구청,30341,109869,90339,36097,85684,53036,37.517186,127.04128
2580,201808,07호선,건대입구,20214,42179,35843,46622,47589,36254,37.540693,127.07023
2581,201808,07호선,고속터미널,40390,65572,49565,61877,70374,48549,37.50481,127.004943
2582,201808,07호선,공릉,10408,24557,14541,21835,24127,15169,37.625742,127.072896
2583,201808,07호선,광명사거리,18679,28662,26970,40571,42681,29902,37.479252,126.854876
2584,201808,07호선,군자,9916,26381,18079,26222,35759,23476,37.557121,127.079542
2585,201808,07호선,굴포천,5870,11942,9107,13988,15784,9501,37.506997,126.73128
2586,201808,07호선,까치울,5190,9550,5319,10348,11857,8167,37.506207,126.810939
2587,201808,07호선,남구로,28241,105756,46010,33016,81812,42101,37.486056,126.887249
2588,201808,07호선,남성,6672,16172,14346,16789,18518,12324,37.484596,126.971251
2589,201808,07호선,내방,23173,90293,47327,33323,75604,31808,37.487618,126.993513
2590,201808,07호선,노원,20653,48784,48678,48064,54553,36511,37.655128,127.061368
2591,201808,07호선,논현,46270,128940,100436,47735,107962,64050,37.511093,127.021415
2592,201808,07호선,대림,8316,22303,19159,23057,27265,19072,37.49297,126.895801
2593,201808,07호선,도봉산,8437,12362,13511,13000,11845,7454,37.689313,127.046222
2594,201808,07호선,뚝섬유원지,7093,14931,10682,17387,18504,15087,37.53154,127.066704
2595,201808,07호선,마들,7529,10282,10340,13744,13155,9170,37.66494,127.057675
2596,201808,07호선,먹골,5584,14409,10968,15543,17889,12007,37.610637,127.077725
2597,201808,07호선,면목,9226,24230,15373,21159,21892,18751,37.588579,127.087503
2598,201808,07호선,반포,12683,23718,19020,16840,20960,14405,37.508178,127.011727
2599,201808,07호선,보라매,19111,36823,15253,18175,31016,13866,37.499872,126.920428
2600,201808,07호선,부천시청,15433,27500,22436,28360,31376,21524,37.504631,126.763538
2601,201808,07호선,부천종합운동장,5379,11107,4610,7407,10844,5388,37.50538,126.797337
2602,201808,07호선,부평구청,11778,13181,7266,19862,17582,10437,37.508336,126.720548
2603,201808,07호선,사가정,12384,27293,16232,25595,27312,21046,37.580894,127.088478
2604,201808,07호선,삼산체육관,3364,7683,6869,10302,10298,6506,37.506411,126.742153
2605,201808,07호선,상도,7781,18834,15777,21571,20960,12102,37.502834,126.94791
2606,201808,07호선,상동,13829,30461,32727,30560,35540,24366,37.505781,126.753083
2607,201808,07호선,상봉,16362,37339,21625,32230,37153,28191,37.596362,127.085032
2608,201808,07호선,수락산,9577,18046,17173,21517,22815,15748,37.67785,127.055315
2609,201808,07호선,숭실대입구,8205,18915,21672,27682,23178,14899,37.496029,126.953822
2610,201808,07호선,신대방삼거리,15020,37246,22871,25017,34714,20571,37.499701,126.928276
2611,201808,07호선,신중동,15483,39836,28201,28883,42447,22114,37.503048,126.77596
2612,201808,07호선,신풍,11375,21618,14493,20344,23146,13681,37.50008,126.90993
2613,201808,07호선,어린이대공원,13740,44310,34174,38570,41519,23335,37.548014,127.074658
2614,201808,07호선,온수,11948,18439,10898,15751,15902,8499,37.492258,126.823388
2615,201808,07호선,용마산,3937,9561,5477,8087,8553,6009,37.573647,127.086727
2616,201808,07호선,이수,15409,47042,32199,32158,46651,27870,37.486263,126.981989
2617,201808,07호선,장승배기,9927,21137,15355,17880,20760,12775,37.504898,126.93915
2618,201808,07호선,장암,1387,2119,2138,4132,3765,2381,37.700109,127.053196
2619,201808,07호선,중계,17884,30076,18737,23307,20798,12844,37.644583,127.064303
2620,201808,07호선,중곡,9828,20905,11636,17680,16309,11649,37.565923,127.08432
2621,201808,07호선,중화,9302,22593,12474,17304,21762,13896,37.602545,127.079264
2622,201808,07호선,천왕,7397,11923,8040,12800,12906,8100,37.486637,126.838713
2623,201808,07호선,철산,16605,32804,28461,38749,42521,28131,37.47605,126.867911
2624,201808,07호선,청담,62985,167240,106012,52966,115303,73258,37.519365,127.05335
2625,201808,07호선,춘의,29444,51062,14173,23465,42045,17403,37.503663,126.787036
2626,201808,07호선,태릉입구,8516,20868,12961,18634,20883,13243,37.617983,127.07512
2627,201808,07호선,하계,17328,27253,22006,34130,31667,20036,37.636352,127.06799
2628,201808,07호선,학동,49466,187479,132847,53327,161292,81922,37.514229,127.031656
2629,201808,08호선,가락시장,13003,36694,17586,15948,27706,13588,37.492522,127.118234
2630,201808,08호선,강동구청,14314,37064,15165,19667,32659,13807,37.530341,127.120508
2631,201808,08호선,남한산성입구,11890,24183,15276,19806,25461,12829,37.451535,127.159816
2632,201808,08호선,단대오거리,11645,20599,11593,16961,23436,12984,37.44521,127.156866
2633,201808,08호선,모란,4117,9114,6165,10915,11346,7325,37.43213,127.129087
2634,201808,08호선,몽촌토성,10360,32596,16500,16714,27758,12624,37.517409,127.112359
2635,201808,08호선,문정,33065,157365,68191,43025,121854,42779,37.485855,127.1225
2636,201808,08호선,복정,10856,19069,13038,19854,26548,15595,37.470047,127.126662
2637,201808,08호선,산성,3915,10537,5881,9815,8197,4892,37.457122,127.149908
2638,201808,08호선,석촌,10842,25706,21303,19690,24069,13135,37.505431,127.106979
2639,201808,08호선,송파,10832,17916,8581,15909,16054,7438,37.499703,127.112183
2640,201808,08호선,수진,3933,12491,7714,12247,10277,6981,37.437428,127.140722
2641,201808,08호선,신흥,3451,5702,5259,10467,9008,6094,37.440918,127.147564
2642,201808,08호선,암사,9284,18743,15650,24610,26345,16098,37.55021,127.127562
2643,201808,08호선,잠실,28167,69143,43187,48642,66594,44438,37.51395,127.102234
2644,201808,08호선,장지,19900,55095,36693,39439,57664,34524,37.478703,127.126191
2645,201808,08호선,천호,21653,37452,31189,36988,44249,29759,37.538397,127.123572
2646,201808,09호선,가양,24257,39616,24230,38732,43812,23950,37.561391,126.854456
2647,201808,09호선,개화,5587,7454,4868,10242,11549,5443,37.578608,126.798153
2648,201808,09호선,고속터미널,19916,31320,33687,35094,37087,32087,37.50481,127.004943
2649,201808,09호선,공항시장,1827,4319,3207,4580,5168,3394,37.563726,126.810678
2650,201808,09호선,구반포,3821,6952,5509,7062,9187,5775,37.501364,126.987332
2651,201808,09호선,국회의사당,50478,165903,59285,51923,138724,46133,37.528105,126.917874
2652,201808,09호선,김포공항,19208,21724,20009,25970,29581,23033,37.562434,126.801058
2653,201808,09호선,노들,2805,4790,4944,7294,7504,4273,37.512887,126.953222
2654,201808,09호선,노량진,62817,84898,46132,50817,71149,38522,37.514219,126.942454
2655,201808,09호선,당산,15352,38974,22533,35243,46464,26727,37.53438,126.902281
2656,201808,09호선,동작,1806,3790,2918,3781,3828,2023,37.502971,126.979306
2657,201808,09호선,등촌,8040,17825,14209,17646,20671,11363,37.550632,126.865689
2658,201808,09호선,마곡나루,11201,31023,15733,26772,31705,13494,37.567336,126.829497
2659,201808,09호선,사평,4181,5088,3431,7658,6441,4161,37.504206,127.015259
2660,201808,09호선,샛강,14917,27927,15296,15491,29376,11772,37.517274,126.928422
2661,201808,09호선,선유도,10103,41356,14892,16959,36059,13401,37.53802,126.893525
2662,201808,09호선,신논현,43788,97907,86933,73545,113313,79430,37.504598,127.02506
2663,201808,09호선,신목동,3801,6244,3673,6115,7341,3435,37.544277,126.88308
2664,201808,09호선,신반포,7010,10171,7097,7623,9599,5881,37.503415,126.995925
2665,201808,09호선,신방화,5824,11819,6953,11012,12081,6846,37.567532,126.816601
2666,201808,09호선,양천향교,8808,27856,11889,17610,24752,10231,37.568381,126.841333
2667,201808,09호선,여의도,106081,136158,51780,82313,140752,59206,37.521624,126.924191
2668,201808,09호선,염창,8308,20388,12591,21418,26897,14845,37.546936,126.874916
2669,201808,09호선,증미,7323,38067,13537,14042,34818,12421,37.557402,126.861939
2670,201808,09호선,흑석,12462,19004,15223,24261,20571,12371,37.50877,126.963708
2671,201808,09호선2단계,봉은사,25895,76982,52375,49815,85156,48876,37.51440476,127.060339
2672,201808,09호선2단계,삼성중앙,8928,32078,22537,12959,33913,18551,37.51308462,127.0526294
2673,201808,09호선2단계,선정릉,11827,38396,31378,17937,40496,22569,37.51046191,127.0438489
2674,201808,09호선2단계,언주,13568,46065,37414,26808,49792,25713,37.50744735,127.0339285
2675,201808,09호선2단계,종합운동장,4556,10752,8272,12829,15161,9875,37.51121757,127.0737328
2676,201808,경강선,경기광주,4305,7674,4309,9311,8414,4819,37.399907,126.630347
2677,201808,경강선,곤지암,3954,5286,2759,5009,5981,2821,37.351315,127.34674
2678,201808,경강선,부발,3898,4663,1623,4594,5944,2095,37.260192,127.490277
2679,201808,경강선,삼동,1660,2148,892,2750,2509,1305,37.409522,127.20336
