,사용월,호선명,지하철역,07시-08시 하차인원,08시-09시 하차인원,09시-10시 하차인원,17시-18시 승차인원,18시-19시 승차인원,19시-20시 승차인원,lat,lng
15981,202010,수인선,달월,135,315,112,619,309,85,37.379681,126.745177
15982,202010,수인선,사리,1528,2513,1533,4768,4396,2789,37.29103432,126.857247
15983,202010,수인선,소래포구,3466,6679,6653,15645,11533,6976,37.40095,126.733522
15984,202010,수인선,송도,2049,3201,2206,4364,3983,2462,37.428514,126.657772
15985,202010,수인선,숭의,7130,10412,4258,8441,8929,3890,37.460789,126.638297
15986,202010,수인선,신포,3082,7751,2635,4533,6132,2608,37.46874,126.623853
15987,202010,수인선,야목,192,304,216,581,477,237,37.26323631,126.888024
15988,202010,수인선,어천,899,984,703,1391,1934,723,37.25008613,126.9090256
15989,202010,수인선,연수,4443,9544,5557,7841,8733,5428,37.417804,126.67894
15990,202010,수인선,오목천,1984,4789,2696,5076,5593,2354,37.24363972,126.9642068
15991,202010,수인선,원인재,4280,7275,4047,7271,7333,4691,37.412603,126.687389
15992,202010,수인선,월곶,1900,2805,2770,4676,4654,3111,37.391769,126.742699
15993,202010,수인선,인천,2553,3772,1758,3681,2777,1760,37.476691,126.616936
15994,202010,수인선,인천논현,7412,11863,7367,10865,12307,7323,37.400614,126.722478
15995,202010,수인선,인하대,3837,9993,6531,10334,11030,5751,37.448493,126.649619
15996,202010,수인선,호구포,15244,15535,3257,11112,13467,4618,37.401637,126.708627
15997,202010,04호선,고잔,10943,23766,12318,18232,20730,8769,37.316777,126.823249
15998,202010,04호선,대야미,4888,8140,4935,9087,9860,5311,37.328467,126.917332
15999,202010,04호선,반월,3431,7122,3529,7624,7322,4313,37.312212,126.903524
16000,202010,04호선,산본,13101,27303,19684,24973,28164,18414,37.358101,126.933274
16001,202010,04호선,상록수,12924,20717,16153,25034,23357,14847,37.302795,126.866489
16002,202010,04호선,수리산,3284,5361,4015,4898,5053,2538,37.349801,126.925365
16003,202010,04호선,신길온천,3310,2563,1430,3651,3633,1650,37.338212,126.765844
16004,202010,04호선,안산,34311,28253,13330,38481,40637,22240,37.327082,126.788532
16005,202010,04호선,오이도,12209,14305,7736,20454,20370,11980,37.362357,126.738714
16006,202010,04호선,정왕,22088,28098,22378,26378,27905,14975,37.351735,126.742989
16007,202010,04호선,중앙,11828,31563,25600,33966,35246,23299,37.315941,126.838573
16008,202010,04호선,초지,8245,12177,7716,9511,10711,5007,37.320646,126.805913
16009,202010,04호선,한대앞,6717,14959,10662,15477,15944,8779,37.309689,126.85344
16010,202010,우이신설선,4-19민주묘지,1589,5136,4395,5884,4747,2720,37.64970737,127.0136718
16011,202010,우이신설선,가오리,2155,4793,3218,4947,4191,2892,37.64172889,127.0167993
16012,202010,우이신설선,보문,2561,4674,2929,3063,3947,1899,37.58549252,127.0193588
16013,202010,우이신설선,북한산보국문,5075,7894,5555,9275,8995,5137,37.61243695,127.008154
16014,202010,우이신설선,북한산우이,3127,5834,11014,8766,5799,3208,37.66307035,127.0127658
16015,202010,우이신설선,삼양,1289,3270,2398,2523,2424,1615,37.62704944,127.0181533
16016,202010,우이신설선,삼양사거리,1805,3837,2973,3255,3121,2227,37.62156193,127.0206036
16017,202010,우이신설선,성신여대입구,3549,7210,5572,6381,7880,5074,37.59281283,127.0164547
16018,202010,우이신설선,솔밭공원,1529,2620,2329,3036,2560,1522,37.65625183,127.013278
16019,202010,우이신설선,솔샘,2540,4194,2881,5437,4663,2672,37.62041045,127.013535
16020,202010,우이신설선,신설동,4863,12412,7234,6669,10126,4204,37.57598072,127.0243238
16021,202010,우이신설선,정릉,3064,5856,3585,6842,6865,3996,37.60287098,127.0135047
16022,202010,우이신설선,화계,1887,3983,2984,4081,3652,2743,37.63418697,127.0175211
16023,202010,03호선,대곡,2232,3313,1935,3789,4528,2047,37.631626,126.811024
16024,202010,03호선,대화,13031,17602,11908,20517,20118,10002,37.676087,126.747569
16025,202010,03호선,마두,7498,19924,13665,15058,17730,7994,37.652206,126.77762
16026,202010,03호선,백석,11156,24840,13339,20574,23578,12649,37.643114,126.78787
16027,202010,03호선,삼송,13488,24590,16402,30246,28423,18139,37.653083,126.895558
16028,202010,03호선,원당,7532,12122,8806,15319,14865,8337,37.653324,126.843041
16029,202010,03호선,원흥,7549,11405,9152,13181,14605,6783,37.650658,126.872642
16030,202010,03호선,정발산,5337,16932,15821,17674,21146,12050,37.659477,126.773359
16031,202010,03호선,주엽,6480,13707,11076,14131,13342,7092,37.670072,126.761334
16032,202010,03호선,지축,0,0,0,1,0,1,37.648048,126.913951
16033,202010,03호선,화정,10304,25378,17943,26846,26996,15034,37.634592,126.83265
16034,202010,장항선,배방,1145,1569,1171,2257,2358,1374,36.77774622,127.0527295
16035,202010,장항선,봉명,3351,2977,2125,2459,1551,789,36.80159743,127.1362368
16036,202010,장항선,신창,1885,6347,3133,3693,5385,1811,36.76937627,126.9501826
16037,202010,장항선,쌍용,1601,3835,2910,3806,3768,2320,36.79374696,127.1213733
16038,202010,장항선,아산,4746,5378,3813,6103,8245,6077,36.79348445,127.1047509
16039,202010,장항선,온양온천,4018,7058,5696,6641,8173,3356,36.78056476,127.0038038
16040,202010,중앙선,구리,9509,17747,16744,21589,20789,12912,37.60353588,127.1433464
16041,202010,중앙선,국수,619,2034,1627,1612,1145,557,37.51635767,127.3995146
16042,202010,중앙선,덕소,3858,7052,5355,7671,7598,4276,37.58743703,127.2085148
16043,202010,중앙선,도농,7798,12177,6720,14587,12453,6241,37.60894997,127.1611445
16044,202010,중앙선,도심,1654,5412,2149,3905,3664,1612,37.57981504,127.2228302
16045,202010,중앙선,망우,5120,12762,7969,11622,11403,8049,37.59881549,127.0928069
16046,202010,중앙선,상봉,4653,8043,6144,8615,9897,6647,37.59570214,127.0857159
16047,202010,중앙선,신원,556,653,856,1052,741,276,37.52607314,127.3727021
16048,202010,중앙선,아신,727,1203,1134,1616,1243,619,37.51373369,127.4431452
16049,202010,중앙선,양수,2181,3283,4395,5944,4858,2219,37.5461511,127.3288622
16050,202010,중앙선,양원,6746,5135,1996,3465,2462,1240,37.60667934,127.1080207
16051,202010,중앙선,양정,2180,2991,1823,2991,3026,1122,37.60446448,127.1946449
16052,202010,중앙선,양평,3469,6564,4450,7580,6310,3146,37.52577263,126.8861574
16053,202010,중앙선,오빈,314,686,478,889,629,253,37.50634176,127.4738362
16054,202010,중앙선,용문,2127,4324,3388,7843,4303,2431,37.48212672,127.5943334
16055,202010,중앙선,운길산,1034,2123,4016,4876,2772,1240,37.55488657,127.3100228
16056,202010,중앙선,원덕,428,699,785,1017,671,334,37.46866675,127.5470522
16057,202010,중앙선,중랑,2904,5669,4484,6600,6998,4492,37.59503149,127.0758759
16058,202010,중앙선,지평,125,368,0,1,61,160,37.47667438,127.6297558
16059,202010,중앙선,팔당,1605,2692,5097,4332,3614,2386,37.54759714,127.2437486
16060,202010,중앙선,회기,25044,46698,30182,51863,44829,26174,37.58997702,127.0580306
16061,202009,01호선,동대문,10630,22032,20049,21450,20890,14306,37.57142,127.009745
16062,202009,01호선,동묘앞,8017,19482,15413,23955,21410,9733,37.572627,127.016429
16063,202009,01호선,서울,74330,146295,98363,97795,147620,70612,37.554648,126.972559
16064,202009,01호선,시청,52899,133466,64441,57680,109734,41064,37.564718,126.977108
16065,202009,01호선,신설동,22632,54759,31028,34614,49596,19559,37.575297,127.025087
16066,202009,01호선,제기동,19508,40143,37570,36950,34461,16182,37.578103,127.034893
16067,202009,01호선,종각,83220,174753,105246,102782,154909,67338,37.570161,126.982923
16068,202009,01호선,종로3가,21207,58620,58923,59243,83298,47250,37.571607,126.991806
16069,202009,01호선,종로5가,34836,89143,58763,63887,86310,40929,37.570926,127.001849
16070,202009,01호선,청량리,15583,32584,30477,42213,37660,20421,37.580178,127.046835
16071,202009,02호선,강남,120400,265844,253389,189508,279907,174513,37.497175,127.027926
16072,202009,02호선,강변,21041,39001,31686,41082,49420,36902,37.535095,127.094681
16073,202009,02호선,건대입구,23590,53821,37797,52516,67294,48004,37.540693,127.07023
16074,202009,02호선,교대,46197,135847,118897,83840,125506,56710,37.493415,127.01408
16075,202009,02호선,구로디지털단지,73382,215653,125317,106301,186860,92761,37.485266,126.901401
16076,202009,02호선,구의,12914,34479,21088,27159,35174,18979,37.537077,127.085916
16077,202009,02호선,낙성대,16215,32482,26968,36971,41616,25134,37.47693,126.963693
16078,202009,02호선,당산,26004,69749,32470,33237,55158,25834,37.53438,126.902281
16079,202009,02호선,대림,20567,52936,32868,36965,49616,25534,37.49297,126.895801
16080,202009,02호선,도림천,3525,5287,1832,2628,3328,1738,37.514287,126.882768
16081,202009,02호선,동대문역사문화공원,18938,45260,24766,30670,34356,21430,37.565138,127.007896
16082,202009,02호선,뚝섬,29231,111969,64084,43627,97330,47398,37.547184,127.047367
16083,202009,02호선,문래,29071,106655,49392,43811,88750,30745,37.517933,126.89476
16084,202009,02호선,방배,25222,60202,38805,35588,57141,24821,37.481426,126.997596
16085,202009,02호선,봉천,11709,22321,17586,25981,28679,17180,37.482362,126.941892
16086,202009,02호선,사당,37081,55537,39814,54502,76593,50309,37.47653,126.981685
16087,202009,02호선,삼성,112272,260961,184711,143601,223279,122479,37.508844,127.06316
16088,202009,02호선,상왕십리,10641,31519,15744,19042,24010,14760,37.564354,127.029354
16089,202009,02호선,서울대입구,25446,54074,50016,63052,74316,46378,37.481247,126.952739
16090,202009,02호선,서초,41106,105902,71683,57321,87218,35839,37.491897,127.007917
16091,202009,02호선,선릉,97790,237097,179703,150788,236642,115795,37.504503,127.049008
16092,202009,02호선,성수,64643,228814,105432,82631,178149,76427,37.544581,127.055961
16093,202009,02호선,시청,62453,168859,75381,68014,138143,48357,37.564718,126.977108
16094,202009,02호선,신답,832,1455,1058,1565,1791,814,37.57004,127.046481
16095,202009,02호선,신당,16196,32283,20012,24012,30269,19110,37.565972,127.01782
16096,202009,02호선,신대방,16387,29035,18214,29834,35405,20779,37.487462,126.913149
16097,202009,02호선,신도림,36720,100072,58325,77774,110715,64342,37.508725,126.891295
16098,202009,02호선,신림,28780,52706,45090,68631,72218,50026,37.484201,126.929715
16099,202009,02호선,신설동,4418,11294,7098,9353,9548,4009,37.575297,127.025087
16100,202009,02호선,신정네거리,4650,10765,7027,11596,9647,5922,37.520074,126.852912
16101,202009,02호선,신촌,27030,62135,68524,64909,68639,48515,37.555134,126.936893
16102,202009,02호선,아현,9617,20098,9944,15936,16393,9793,37.557345,126.956141
16103,202009,02호선,양천구청,4367,7874,4176,7004,7364,3085,37.512398,126.865819
16104,202009,02호선,역삼,102335,270723,219245,150759,225301,109527,37.500622,127.036456
16105,202009,02호선,영등포구청,31881,109447,48864,45606,91905,33493,37.52497,126.895951
16106,202009,02호선,왕십리,10473,25098,14971,26588,31932,19305,37.561533,127.037732
16107,202009,02호선,용답,1570,2560,1691,3484,3355,1910,37.561904,127.050899
16108,202009,02호선,용두,2358,6164,3439,4107,5564,2218,37.574028,127.038091
16109,202009,02호선,을지로3가,56936,123530,53677,61852,105288,42397,37.566295,126.99191
16110,202009,02호선,을지로4가,27193,66233,39720,41320,59595,28323,37.566941,126.998079
16111,202009,02호선,을지로입구,104009,230715,115912,119239,194907,83462,37.566014,126.982618
16112,202009,02호선,이대,9543,26449,21138,28984,26565,16512,37.556733,126.946013
16113,202009,02호선,잠실,62807,136270,103534,116855,153210,98451,37.51395,127.102234
16114,202009,02호선,잠실나루,20039,32172,20250,25582,25958,12745,37.520733,127.10379
16115,202009,02호선,잠실새내,13702,22409,23131,26690,30971,23036,37.511687,127.086162
16116,202009,02호선,종합운동장,8842,16897,8201,11710,13304,6709,37.510997,127.073642
16117,202009,02호선,충정로,18225,52877,23916,21185,42478,14210,37.559973,126.963672
16118,202009,02호선,한양대,9979,30036,21352,22542,22529,10975,37.555273,127.043655
16119,202009,02호선,합정,29433,80558,60862,52985,89282,57961,37.549463,126.913739
16120,202009,02호선,홍대입구,27436,80229,85427,90430,116984,88729,37.557192,126.925381
16121,202009,03호선,가락시장,10388,25459,14332,16365,24669,10567,37.492522,127.118234
16122,202009,03호선,경복궁,35042,85930,37371,43604,75505,31001,37.575762,126.97353
16123,202009,03호선,경찰병원,7901,25810,12244,12775,17647,5756,37.495918,127.12454
16124,202009,03호선,고속터미널,37044,60171,76743,87293,98595,78768,37.50481,127.004943
16125,202009,03호선,교대,14196,42641,29716,35423,56594,22761,37.493415,127.01408
16126,202009,03호선,구파발,20796,25016,22941,29002,25860,15916,37.636763,126.918821
16127,202009,03호선,금호,4294,7895,5850,9227,9837,6358,37.548034,127.015872
16128,202009,03호선,남부터미널,49964,134699,70892,72878,115732,53018,37.485013,127.016189
16129,202009,03호선,녹번,6935,15900,7785,14621,16500,7488,37.600927,126.935756
16130,202009,03호선,대청,11363,19605,10266,17420,20126,9387,37.493514,127.079532
16131,202009,03호선,대치,10369,19852,13656,18907,21225,13598,37.494612,127.063642
16132,202009,03호선,도곡,11760,17802,13588,13542,15210,7866,37.490858,127.055381
16133,202009,03호선,독립문,12351,18402,10839,11453,14109,6625,37.574571,126.957748
16134,202009,03호선,동대입구,13696,42297,19458,28924,26938,12642,37.559052,127.005602
16135,202009,03호선,매봉,19331,57776,32685,28188,54659,20919,37.486947,127.046769
16136,202009,03호선,무악재,2893,5004,2592,4762,5388,2457,37.582299,126.950291
16137,202009,03호선,불광,9685,29368,28813,24320,27156,15828,37.610469,126.929887
16138,202009,03호선,수서,25119,41862,23992,29840,39390,19253,37.487371,127.10188
16139,202009,03호선,신사,36104,96081,115430,68227,111909,80364,37.516334,127.020114
16140,202009,03호선,안국,69646,79881,41715,69701,81866,33529,37.576477,126.985443
16141,202009,03호선,압구정,40687,119012,138525,72844,113221,84691,37.527072,127.028461
16142,202009,03호선,약수,12891,30142,17628,20586,28070,15091,37.55434,127.010655
16143,202009,03호선,양재,92444,205762,106641,98512,169433,81614,37.484147,127.034631
16144,202009,03호선,연신내,19208,29838,29978,44325,41566,29678,37.619001,126.921008
16145,202009,03호선,오금,4932,11651,4911,8187,9901,4320,37.502162,127.128111
16146,202009,03호선,옥수,7116,13333,9250,14217,15167,9574,37.540685,127.017965
16147,202009,03호선,을지로3가,28436,63338,29808,30838,54976,22958,37.566295,126.99191
16148,202009,03호선,일원,23942,20490,14067,25713,13342,7215,37.483681,127.08439
16149,202009,03호선,잠원,7223,9331,6606,9111,8856,6175,37.512759,127.01122
16150,202009,03호선,종로3가,12871,38203,39883,26061,46242,25438,37.571607,126.991806
16151,202009,03호선,지축,2339,2586,1694,4209,3124,1591,37.648048,126.913951
16152,202009,03호선,충무로,0,0,0,0,6,1,37.561243,126.99428
16153,202009,03호선,학여울,2778,5461,2951,3468,4790,2431,37.496663,127.070594
16154,202009,03호선,홍제,10003,21974,14467,23625,22626,12311,37.589066,126.943736
16155,202009,04호선,길음,11469,23668,17038,25319,24481,15218,37.603407,127.025053
16156,202009,04호선,남태령,2943,3279,1300,2968,2572,1326,37.463873,126.989134
16157,202009,04호선,노원,11780,23106,24971,24195,26387,18982,37.655128,127.061368
16158,202009,04호선,당고개,7460,12030,10610,14595,13465,10114,37.670272,127.079066
16159,202009,04호선,동대문,34294,72932,62064,76001,64108,27677,37.57142,127.009745
16160,202009,04호선,동대문역사문화공원,23490,60846,30795,41297,59416,34640,37.565138,127.007896
16161,202009,04호선,동작,3851,5780,3517,5636,6807,3763,37.502971,126.979306
16162,202009,04호선,명동,34894,86765,50797,47218,84339,39494,37.560989,126.986325
16163,202009,04호선,미아,12678,26094,14804,19461,22406,13681,37.62667,127.025983
16164,202009,04호선,미아사거리,15641,29570,29732,33920,36174,27055,37.613292,127.030053
16165,202009,04호선,사당,18246,28403,21404,30612,37241,25272,37.47653,126.981685
16166,202009,04호선,삼각지,8855,21787,8812,10461,19516,8046,37.534777,126.97311
16167,202009,04호선,상계,11605,17553,14082,19022,19181,12773,37.660878,127.073572
16168,202009,04호선,서울,26030,65377,30352,29371,50855,16362,37.554648,126.972559
16169,202009,04호선,성신여대입구,13799,29510,21650,30936,36698,23515,37.592624,127.016403
16170,202009,04호선,수유,17669,48774,32459,43608,51890,30446,37.638052,127.025732
16171,202009,04호선,숙대입구,18714,41491,26646,27202,40735,20135,37.54456,126.972106
16172,202009,04호선,신용산,28299,75811,45408,40155,68744,32283,37.52917,126.967894
16173,202009,04호선,쌍문,13208,25066,17834,28667,29638,19399,37.648627,127.034709
16174,202009,04호선,이촌,12920,22236,11517,14697,18751,8417,37.522272,126.974345
16175,202009,04호선,창동,17291,35187,24911,34232,37124,21265,37.653166,127.047731
16176,202009,04호선,총신대입구,15681,35977,30058,29935,37488,22471,37.486263,126.981989
16177,202009,04호선,충무로,50326,157432,86629,73482,126909,60076,37.561243,126.99428
16178,202009,04호선,한성대입구,15326,25952,18071,25335,26307,14283,37.588458,127.006221
16179,202009,04호선,혜화,40925,99230,62342,71929,93161,47889,37.582336,127.001844
16180,202009,04호선,회현,42634,109974,82490,71045,100347,39315,37.558514,126.978246
16181,202009,05호선,강동,23714,42399,22437,31866,41109,18721,37.535804,127.132481
16182,202009,05호선,개롱,6422,13636,6459,9736,10915,5288,37.498079,127.13482
16183,202009,05호선,개화산,4564,9542,4975,7941,9022,4259,37.572399,126.806171
16184,202009,05호선,거여,7129,14849,7157,13039,12489,5453,37.493105,127.14415
16185,202009,05호선,고덕,11716,14180,7947,14423,12004,6047,37.555004,127.154151
16186,202009,05호선,공덕,27125,68811,37402,31039,56496,22849,37.544018,126.951592
16187,202009,05호선,광나루,13330,24386,15094,19580,24939,12840,37.545303,127.10357
16188,202009,05호선,광화문,68672,206326,84909,79547,163241,61185,37.571026,126.976669
16189,202009,05호선,군자,6879,19052,13280,14818,19193,12011,37.557121,127.079542
16190,202009,05호선,굽은다리,5263,11138,7498,10512,11706,6628,37.545477,127.142853
16191,202009,05호선,길동,5234,15425,10042,10929,13767,6898,37.537801,127.140004
16192,202009,05호선,김포공항,10302,13325,9858,14849,18498,13261,37.562434,126.801058
16193,202009,05호선,까치산,9946,19497,16360,25420,26568,17249,37.531768,126.846683
16194,202009,05호선,답십리,13174,31522,14562,21021,29107,15054,37.566747,127.052704
16195,202009,05호선,동대문역사문화공원,8087,26390,9288,8753,17215,7567,37.565138,127.007896
16196,202009,05호선,둔촌동,9188,17424,9335,12973,16863,8551,37.527788,127.136248
16197,202009,05호선,마곡,8988,30328,20468,17854,25420,11451,37.560183,126.825448
16198,202009,05호선,마장,6491,13324,7043,8679,10723,6188,37.5661,127.042973
16199,202009,05호선,마천,3963,9649,5991,8044,7629,3462,37.49499,127.152781
16200,202009,05호선,마포,21431,62787,31689,29063,51685,20407,37.539574,126.945932
16201,202009,05호선,명일,5461,8627,6791,8708,9240,5340,37.55137,127.143999
16202,202009,05호선,목동,11604,25188,18301,21515,24551,13380,37.526065,126.864931
16203,202009,05호선,미사,5891,9128,7879,14262,13091,7738,37.56366357,127.1929679
16204,202009,05호선,발산,26157,81244,42536,43950,61638,29539,37.558598,126.837668
16205,202009,05호선,방이,6909,20340,9875,10226,16001,8029,37.508857,127.126133
16206,202009,05호선,방화,4148,11428,6302,8597,8815,4165,37.577446,126.812741
16207,202009,05호선,상일동,10526,15909,7038,17329,16614,8253,37.556712,127.166417
16208,202009,05호선,서대문,49547,120299,35628,42687,90969,26324,37.565773,126.966641
16209,202009,05호선,송정,6564,11532,6961,10347,11959,6472,37.561184,126.811973
16210,202009,05호선,신금호,7545,10421,5611,7886,8411,5756,37.554548,127.020331
16211,202009,05호선,신길,4137,12711,6403,5419,11135,4293,37.517122,126.917169
16212,202009,05호선,신정,6516,11663,7010,11919,13100,7005,37.524997,126.856191
16213,202009,05호선,아차산,9562,19188,16001,19927,21124,13317,37.551691,127.089761
16214,202009,05호선,애오개,8307,25916,10281,10761,20910,6957,37.553736,126.95682
16215,202009,05호선,양평,7911,33209,13988,12838,28066,9035,37.492832,127.491814
16216,202009,05호선,여의나루,24279,44588,11529,22828,39018,17080,37.527098,126.932901
16217,202009,05호선,여의도,112468,170574,61937,99057,135308,48042,37.521624,126.924191
16218,202009,05호선,영등포구청,4785,19085,9026,7668,16444,6383,37.52497,126.895951
16219,202009,05호선,영등포시장,11554,31361,16609,18002,28182,12514,37.522669,126.905139
16220,202009,05호선,오금,7438,16890,6010,7681,12687,4360,37.502162,127.128111
16221,202009,05호선,오목교,23270,63563,48728,38711,58540,32377,37.524496,126.875181
16222,202009,05호선,올림픽공원,5651,7562,3807,8426,8748,4657,37.516078,127.130848
16223,202009,05호선,왕십리,4620,16904,6808,8580,12778,7252,37.561533,127.037732
16224,202009,05호선,우장산,12950,17694,11394,17173,16055,9385,37.548768,126.836318
16225,202009,05호선,을지로4가,13689,37247,18646,18376,29814,14383,37.566941,126.998079
16226,202009,05호선,장한평,20237,58825,25819,29849,47407,22443,37.56144,127.064623
16227,202009,05호선,종로3가,12223,33038,26379,28954,43729,24124,37.571607,126.991806
16228,202009,05호선,천호,16147,30280,30985,34501,41200,29602,37.538397,127.123572
16229,202009,05호선,청구,3842,13914,6786,7099,11958,7205,37.560245,127.013828
16230,202009,05호선,충정로,7469,28626,14992,11267,25623,7105,37.559973,126.963672
16231,202009,05호선,하남풍산,3563,6859,5126,7525,8173,4389,37.55209445,127.2038791
16232,202009,05호선,행당,4651,8102,5563,8013,8525,5109,37.557322,127.029476
16233,202009,05호선,화곡,12655,24150,20057,29048,30516,18569,37.541513,126.840461
16234,202009,06호선,고려대,9119,22094,8909,16584,17121,8290,37.590508,127.036296
16235,202009,06호선,공덕,32148,81474,44169,42359,73308,30175,37.544018,126.951592
16236,202009,06호선,광흥창,13435,31296,14799,16416,26751,12231,37.547456,126.931993
16237,202009,06호선,구산,4717,5684,4390,7519,6944,4408,37.611377,126.91727
16238,202009,06호선,녹사평,7438,14247,6305,10099,14812,9045,37.534675,126.986695
16239,202009,06호선,대흥,10310,25866,14325,15662,20476,9726,37.547771,126.942069
16240,202009,06호선,독바위,1569,2951,3133,2760,2304,1523,37.618456,126.933031
16241,202009,06호선,돌곶이,4795,12319,7554,9638,10613,7439,37.610537,127.056431
16242,202009,06호선,동묘앞,7597,23761,17893,19233,21962,10808,37.572627,127.016429
16243,202009,06호선,디지털미디어시티,24713,59287,21999,26677,41975,18402,37.576646,126.900984
16244,202009,06호선,마포구청,13652,30514,13541,19153,31658,15874,37.563515,126.903343
16245,202009,06호선,망원,7655,27066,25684,23496,31367,21750,37.556094,126.910052
16246,202009,06호선,버티고개,2508,4962,2765,3888,5204,3006,37.548013,127.007055
16247,202009,06호선,보문,6875,16667,8022,10695,14781,7662,37.585286,127.019381
16248,202009,06호선,봉화산,5168,10072,5619,8945,8923,4446,37.617283,127.091401
16249,202009,06호선,불광,3782,6580,7939,9016,8908,5770,37.610469,126.929887
16250,202009,06호선,삼각지,10362,17946,7448,13574,18638,8777,37.534777,126.97311
16251,202009,06호선,상수,5285,19727,15124,14681,21007,14353,37.547716,126.922852
16252,202009,06호선,상월곡,2746,10965,4902,6904,8667,4883,37.606377,127.048491
16253,202009,06호선,새절,6619,13070,7595,12841,13340,8588,37.591148,126.913629
16254,202009,06호선,석계,6335,11112,7744,12457,12204,8866,37.614805,127.065851
16255,202009,06호선,신내,0,0,0,2,1,2,37.612887,127.103218
16256,202009,06호선,신당,13482,35911,18749,14870,22160,12559,37.565972,127.01782
16257,202009,06호선,안암,13060,29934,24018,27738,25216,14265,37.586272,127.029005
16258,202009,06호선,약수,5243,14685,6735,7116,10294,5310,37.55434,127.010655
16259,202009,06호선,역촌,2505,7115,3453,4146,4434,2427,37.606021,126.922744
16260,202009,06호선,연신내,0,0,0,3,1,1,37.619001,126.921008
16261,202009,06호선,월곡,6615,20431,11735,14571,19417,10188,37.601948,127.041518
16262,202009,06호선,월드컵경기장,4359,7487,6747,12782,11811,7395,37.569532,126.899298
16263,202009,06호선,응암,8416,15946,10684,17674,18196,11415,37.598605,126.915577
16264,202009,06호선,이태원,9088,20169,15719,19005,23792,16863,37.534488,126.994302
16265,202009,06호선,증산,4831,8688,5720,10640,10508,7043,37.583876,126.909645
16266,202009,06호선,창신,4467,5879,2522,4223,4334,2411,37.579661,127.015241
16267,202009,06호선,청구,6383,21230,9238,6495,11424,7189,37.560245,127.013828
16268,202009,06호선,태릉입구,3286,6941,5233,6696,7128,4805,37.617983,127.07512
16269,202009,06호선,한강진,16537,27993,22052,19279,25465,18506,37.539631,127.001725
16270,202009,06호선,합정,14124,36848,21474,23084,39259,24760,37.549463,126.913739
16271,202009,06호선,화랑대,5869,9886,5831,11011,9942,5724,37.620064,127.084689
16272,202009,06호선,효창공원앞,6126,18840,11087,12321,18513,9751,37.539261,126.961351
16273,202009,07호선,가산디지털단지,104965,335995,189186,153174,268351,119535,37.481072,126.882343
16274,202009,07호선,강남구청,28369,91069,79862,37896,72388,43911,37.517186,127.04128
16275,202009,07호선,건대입구,16190,28047,22268,28722,29230,19517,37.540693,127.07023
16276,202009,07호선,고속터미널,33334,43718,28508,40896,39945,22882,37.50481,127.004943
16277,202009,07호선,공릉,9075,18830,11264,15506,18229,10212,37.625742,127.072896
16278,202009,07호선,광명사거리,15055,25204,24022,31433,29710,19646,37.479252,126.854876
16279,202009,07호선,군자,7534,22665,14191,19947,26193,16397,37.557121,127.079542
16280,202009,07호선,굴포천,4292,9931,6838,9156,10770,6296,37.506997,126.73128
16281,202009,07호선,까치울,5364,8330,4318,8833,8995,5260,37.506207,126.810939
16282,202009,07호선,남구로,28829,91242,42315,34284,68802,31135,37.486056,126.887249
16283,202009,07호선,남성,5821,13173,8751,11877,13832,7838,37.484596,126.971251
16284,202009,07호선,내방,21842,71652,38648,32742,62891,22724,37.487618,126.993513
16285,202009,07호선,노원,11839,36305,35514,31455,36628,21921,37.655128,127.061368
16286,202009,07호선,논현,39541,104332,84456,47086,89796,50570,37.511093,127.021415
16287,202009,07호선,대림,6196,16285,11629,14649,16407,10156,37.49297,126.895801
16288,202009,07호선,도봉산,7231,11042,12246,10274,9668,5462,37.689313,127.046222
16289,202009,07호선,뚝섬유원지,5267,10115,7427,12321,15065,11868,37.53154,127.066704
16290,202009,07호선,마들,6970,9338,8151,10792,9569,5909,37.66494,127.057675
16291,202009,07호선,먹골,4640,12388,7973,11117,12937,8128,37.610637,127.077725
16292,202009,07호선,면목,8030,21211,11075,16588,17906,13886,37.588579,127.087503
16293,202009,07호선,반포,10901,18700,15127,13260,15623,10187,37.508178,127.011727
16294,202009,07호선,보라매,14887,34922,11984,16526,28548,10138,37.499872,126.920428
16295,202009,07호선,부천시청,12973,21976,16475,19365,20558,13295,37.504631,126.763538
16296,202009,07호선,부천종합운동장,5102,10822,3785,6280,9109,3725,37.50538,126.797337
16297,202009,07호선,부평구청,8928,11946,5394,13448,13289,7492,37.508336,126.720548
16298,202009,07호선,사가정,10333,23223,13409,19969,21021,15314,37.580894,127.088478
16299,202009,07호선,삼산체육관,2387,4298,2485,4389,4129,2525,37.506411,126.742153
16300,202009,07호선,상도,7446,15277,12062,15802,16322,8438,37.502834,126.94791
16301,202009,07호선,상동,9357,24276,24138,19024,25003,14058,37.505781,126.753083
16302,202009,07호선,상봉,12236,29454,18237,24654,27610,19305,37.596362,127.085032
16303,202009,07호선,수락산,7709,15501,14752,16608,16934,10624,37.67785,127.055315
16304,202009,07호선,숭실대입구,6519,15721,11871,17234,16466,9979,37.496029,126.953822
16305,202009,07호선,신대방삼거리,11832,26459,16564,20017,25384,13944,37.499701,126.928276
16306,202009,07호선,신중동,13884,39428,22737,21928,36552,15754,37.503048,126.77596
16307,202009,07호선,신풍,9965,18128,9764,14881,16825,9286,37.50008,126.90993
16308,202009,07호선,어린이대공원,12327,35637,18944,27871,30684,16530,37.548014,127.074658
